English,Chinese
peril,危险
plaintiff,原告
emilia,艾米利亚
transmitted,传送的
bonnet,引擎盖
assassinated,被暗杀
emptiness,空虚
helmets,头盔
normandy,诺曼底
cheetah,猎豹
clips,剪辑
thicker,较厚
whiz,呼啸
saga,传奇
bullock,犍
binoculars,双筒望远镜
duckman,鸭人
accord,符合
diva,女主角
jeanette,珍妮特
birmingham,伯明翰
pick-up,捡起
bawk,叫喊
sita,西塔
concierge,门房
clams,蛤蜊
questionable,有问题的
volunteering,志愿服务
lunches,午餐
spooked,吓坏了
pinpoint,查明
hereafter,此后
brook,溪
weakened,削弱
verses,诗句
think-,思考-
marshals,法警
deposited,存入
cleans,清洁
ironically,讽刺地
bodily,身体上的
distances,距离
hypnosis,催眠
secretive,秘密的
dominion,统治
civic,公民的
tori,托里
bursts,爆发
uncertainty,不确定
streams,溪流
vortex,涡流
tights,紧身衣
sponsors,赞助商
tickles,发痒
cello,大提琴
herring,鲱鱼
ab,ab
disability,残疾
griffith,格里菲斯
orchid,兰花
hostility,敌意
conflicts,冲突
pans,平底锅
housekeeping,家政
panthers,黑豹队
wonderland,仙境
ruiz,鲁伊斯
interrogated,审问
andromeda,仙女座
premium,优质的
broccoli,西兰花
garfield,加菲猫
mussolini,墨索里尼
pottery,陶器
shrapnel,弹片
planner,规划师
jacked,被顶住
robyn,罗宾
rounded,圆形的
giuseppe,朱塞佩
cactus,仙人掌
motherland,祖国
defendants,被告
wilt,枯萎
jia,贾
executives,高管
spoons,勺子
mnh-mnh,MNH-MNH
belinda,贝琳达
unbelievably,难以置信地
fairness,公平
continuously,不断地
spices,香料
organisms,有机体
regretted,后悔了
monarch,君主
narrative,叙述
roth,罗斯
catcher,捕手
dictatorship,专政
controversy,争议
manu,马努
alejandro,亚历杭德罗
josef,约瑟夫
dignified,凝重
bonded,保税的
tilt,倾斜
beginnings,开始
peaks,峰
tissues,组织
pretentious,自命不凡的
dell,戴尔
jeopardize,危害
osborne,奥斯本
diversity,多样性
shabby,破旧
brownies,核仁巧克力饼
overdo,过度
sharma,夏尔马
crunching,咀嚼
tel,电话
marnie,玛妮
separating,分离
horrid,可怕的
overrated,高估的
harmon,哈蒙
rethink,重新思考
mastered,掌握了
eww,呃
reopen,重新开放
camels,骆驼
tux,无尾礼服
denis,丹尼斯
depended,依赖
tak,德
whine,抱怨
axis,轴
orchard,果园
cherries,樱桃
pleasing,令人愉悦的
unforgivable,不可原谅的
craziest,最疯狂的
rods,棒
distressed,苦恼
bubbling,冒泡
on,在
interact,相互影响
manipulating,操纵
rewind,倒带
burgundy,勃艮第
blacked,涂黑的
trillion,兆
onwards,以后
reservoir,水库
participation,参与
caucasian,白种人
flushing,冲水
serbian,塞尔维亚
manhood,男子气概
lao,老挝
matilda,玛蒂尔达
exhale,呼气
dinah,黛娜
in-laws,姻亲
caramel,焦糖
slander,诽谤
identifying,识别
drunkard,酒鬼
blooming,盛开
stocking,袜
one-on-one,一对一
rinse,冲洗
artwork,艺术品
catholics,天主教徒
stormy,暴风雨的
refresh,刷新
elisa,酶联免疫吸附试验
cor,科尔
floats,漂浮物
expanded,扩大
chilling,令人不寒而栗
congo,刚果
afghan,阿富汗
backside,背面
antarctica,南极洲
sandals,凉鞋
investigative,调查性的
wills,遗嘱
searches,搜索
yawns,打哈欠
collaboration,合作
untouched,未受影响的
psyched,兴奋的
hussein,侯赛因
departments,部门
tuxedo,燕尾服
mak,麦
bummed,闷闷不乐
heinrich,海因里希
finer,更精细
manure,肥料
him-,他-
compatible,兼容的
moor,泊
keg,桶
monsignor,阁下
peeled,去皮的
dona,多纳
stings,蜇伤
seeker,探索者
watering,浇水
ids,id
malaria,疟疾
aj,阿吉
walters,沃尔特斯
sinatra,西纳特拉
lending,贷款
dodgers,道奇队
fortnight,两星期
reassure,安抚
braun,布劳恩
meddling,干涉
overthrow,推翻
postmortem,尸检
achievements,成就
excellence,卓越
ight,右
latch,闩锁
coppers,铜矿
raids,袭击
dickens,狄更斯
thing-,事物-
drifted,漂流
leeds,利兹
obsessive,痴迷的
upwards,向上
lynette,莱内特
oatmeal,麦片
midday,正午
implants,植入物
unmarried,未婚
murat,穆拉特
sewers,下水道
bowie,鲍伊
mercenary,雇佣兵
perks,福利
outrun,超越
copying,复制
upload,上传
freya,芙蕾雅
helga,赫尔加
shu,蜀
bumping,碰撞
inland,内陆
yorkshire,约克郡
humbly,谦虚地
injections,注射
participating,参与
python,Python
laurent,洛朗
prof.,教授
cockroaches,蟑螂
puberty,青春期
technologies,技术
crumble,崩溃
toots,嘟嘟
miki,三木
roscoe,罗斯科
high-school,中学
clot,凝块
exterminate,殄
rake,耙
cholesterol,胆固醇
deli,熟食店
augustus,奥古斯都
sublime,升华
bottled,瓶装
fung,冯
charlene,夏琳
the-the,该-该
demolition,拆除
methane,甲烷
appendix,附录
aches,疼痛
ahoy,哎呀
distractions,干扰
dashing,潇洒的
plank,板
medications,药物
chevy,雪佛兰
zurich,苏黎世
makers,创客
invading,入侵
loner,孤独者
comm,通讯
grissom,格里索姆
miner,矿工
senile,衰老
commando,突击队
mantle,地幔
manufactured,制造的
broth,肉汤
interaction,相互作用
lsd,LSD
sesame,芝麻
auschwitz,奥斯维辛
restraint,克制
devour,吞食
zachary,扎卡里
sardines,沙丁鱼
orb,球体
govern,治理
respiratory,呼吸系统
elope,私奔
webber,韦伯
wreckage,残骸
lumber,木材
consists,包括
operates,运作
needless,不必要
faulty,有缺陷的
alps,阿尔卑斯山
assassinate,暗杀
santo,桑托
edinburgh,爱丁堡
staggering,令人震惊的
jillian,吉莲
murmurs,低语
bologna,博洛尼亚
unleashed,释放
brushing,刷牙
surgeries,手术
alphah3d,阿尔法h3d
coffees,咖啡
advancing,前进
celeste,塞莱斯特
trixie,特里克西
commonly,通常
mentality,心理
cordelia,科迪利亚
hammered,锤击的
meltdown,崩溃
rayna,雷纳
mastermind,策划者
luciano,卢西亚诺
olsen,奥尔森
brow,眉头
galactic,银河系的
16-year-old,16岁
muriel,穆里尔
strand,股
tedious,乏味
burrito,墨西哥卷饼
builders,建设者
encrypted,加密的
threads,线程
now-,现在-
22nd,22日
wronged,受委屈的
judd,贾德
gill,鳃
cremated,火葬的
collectors,收藏家
prosper,繁荣
sheppard,谢泼德
terri,特丽
ferdinand,费迪南德
handicap,障碍
disciplinary,纪律处分
hardcore,铁杆
hens,母鸡
inventions,发明
export,出口
alain,阿兰
vowed,发誓
snappy,活泼的
kingdoms,王国
vocabulary,词汇
cromwell,克伦威尔
tj,tj
reacting,反应
conceive,构想
bart.,巴特。
sling,吊带
transporting,运输
murderous,凶残的
marius,马吕斯
col.,上校
checkmate,将死
patio,露台
rebound,反弹
baptized,受洗
hooves,蹄子
payday,发薪日
jodie,朱迪
pranks,恶作剧
seizures,癫痫发作
enable,使能够
seaweed,海藻
delirious,神志不清的
cyborg,赛博格
telephoned,打电话的
bravely,勇敢地
huey,休伊
markings,标记
widows,寡妇
gianni,贾尼
hologram,全息图
fielding,守备
dibs,权利
triumphant,凯
washes,洗
wilbur,威尔伯
lexi,莱克西
hauling,拖运
buckingham,白金汉
steadily,稳步
processes,流程
for-,为了-
bey,贝伊
projection,投影
creed,信条
acquitted,无罪释放
mink,貂
meddle,插手
buts,但是
kwon,权
scoundrels,恶棍
til,直到
spectators,观众
blushing,脸红
close-up,特写
faye,王菲
frigging,该死的
torches,火把
kato,加藤
barlow,巴洛
mix-up,混淆
horseman,骑手
prescott,普雷斯科特
vacations,假期
avalanche,雪崩
marking,标记
fret,烦恼
pacey,佩西
glasgow,格拉斯哥
editorial,社论
fleas,跳蚤
eyeball,眼球
trails,小径
insides,内部
bonfire,篝火
micah,弥迦
anu,阿努
urgency,紧迫性
bearer,持票人
provincial,省级
clueless,无知的
chaplin,卓别林
mercer,默瑟
tempo,速度
conner,康纳
capitalist,资本家
bumpy,起疙瘩的
maternal,母亲的
harass,骚扰
stomp,跺脚
cheeseburger,芝士汉堡
didnt,没有
chime,钟声
oppression,压迫
resembles,类似于
festive,喜庆的
mayhem,混乱
fleeting,稍纵即逝的
zodiac,十二生肖
geezer,老头子
thorns,荆棘
gags,笑点
freelance,自由职业者
whatnot,诸如此类的
scots,苏格兰人
brutus,布鲁图斯
cylinder,圆柱
teri,泰里
pouch,小袋
sato,佐藤
are-,是-
fossils,化石
twenty-four,24
marko,马尔科
b.a.,学士
crosby,克罗斯比
plausible,似是而非的
disgraceful,可耻
dax,达克斯
brushed,拉丝的
dai,戴
holed,有洞的
encore,安可
ludwig,路德维希
impulses,冲动
heads-up,小心
takeoff,起飞
ceremonies,仪式
resulting,结果
refers,指的是
shatter,粉碎
fascists,法西斯分子
entertained,娱乐的
mckenzie,麦肯齐
rin,凛
lama,喇嘛
specialists,专家
a-and,a-和
phenomena,现象
preventing,预防
affectionate,亲热
precedent,先例
contributed,贡献了
blindfold,蒙住眼睛
schmuck,笨蛋
raf,英国皇家空军
hatchet,斧头
bambi,小鹿斑比
connor,康纳
statute,法令
offscreen,银幕外
gao,高
carefree,畅快
pollen,花粉
endurance,耐力
dialed,拨打的
virtues,美德
coping,应对
penitentiary,监狱的
hallucinating,产生幻觉
combo,组合
bowel,肠
hypothetically,假设地
jana,贾纳
mayonnaise,蛋黄酱
vineyard,葡萄园
tam,谭
digits,数字
myers,迈尔斯
evolutionary,进化的
ribbons,丝带
kabir,卡比尔
francesco,弗朗西斯科
advertise,广告
saline,盐水
edgy,急躁的
girlie,娘娘腔
rao,饶
regained,恢复了
parental,父母的
barbarian,野蛮人
brewing,酿造
tat,达
disrupt,扰乱
unanimous,一致
implications,影响
high-end,高端
candice,坎迪斯
scallops,扇贝
vibrations,振动
homesick,想家
stung,蜇伤
casanova,卡萨诺瓦
tormented,受折磨的
wi-fi,无线上网
steamed,蒸的
baptism,洗礼
leagues,联赛
kwan,关
thunderclap,霹雳
harassed,骚扰
velma,维尔马
chimp,黑猩猩
consulted,咨询过
no,不
scripts,脚本
restoration,恢复
retribution,报应
bows,弓
unforgettable,难忘
afterward,之后
adventurous,喜欢冒险的
swab,拭子
in-,在-
inevitably,不可避免地
if,如果
ooh-ooh,哦哦
expectation,期待
xu,徐
carcass,尸体
notary,公证人
lukas,卢卡斯
armand,阿尔芒
alphahff,阿尔法哈夫
perverted,变态的
surrogate,代理人
spat,吐口水
dazzling,令人眼花缭乱
snipers,狙击手
lai,莱
cartman,卡特曼
capabilities,能力
midwife,助产士
gains,收益
grumbling,发牢骚
retainer,保持器
bleak,苍凉
houdini,胡迪尼
inquiries,查询
expel,驱逐
berger,伯格
markers,标记
reap,收获
specs,规格
morn,早晨
deceit,欺骗
carole,卡罗尔
coloured,有色
degenerate,退化
adi,阿迪
petals,花瓣
dues,会费
tensed,紧张的
battered,被殴打的
withdrew,退出
darlings,亲爱的
starbuck,星巴克
patton,巴顿
mound,冢
accurately,准确
frenzy,疯狂
senators,参议员
saturdays,星期六
12-year-old,12岁
nemesis,克星
rocker,摇杆
whiff,气味
tagged,标记的
fearing,害怕
fringe,边缘
peninsula,半岛
carey,凯里
radiator,散热器
tolerated,容忍的
tor,托尔
clucking,咯咯叫
stun,击晕
specimens,标本
reuben,鲁本
accomplices,同谋
somber,忧郁的
assailant,袭击者
mutation,突变
ke,克
straightaway,马上
one-,一-
spun,纺成的
reclaim,回收
paramedic,护理人员
capturing,捕获
gaston,加斯顿
biopsy,活检
proportions,比例
colleges,学院
doubting,怀疑
theoretical,理论的
funnier,更有趣
whee,哇
indefinitely,无限期地
disasters,灾难
sen,森
forwards,前锋
quo,现状
addressing,寻址
iolaus,伊奥劳斯
pakistani,巴基斯坦
neon,氖
slurping,吸食
felon,重罪犯
inflation,通货膨胀
zordon,佐尔登
stallion,骘
blackjack,二十一点
passive,被动的
milligrams,毫克
irritated,激怒了
worldly,世俗
manipulation,操纵
strips,条状
hijacked,被劫持
jingling,叮铃
pushy,咄咄逼人的
macaroni,通心粉
bulldog,斗牛犬
rigid,死板的
maxim,格言
checkpoint,检查站
soothing,舒缓的
hateful,可恶
folding,折叠式的
reduction,减少
loaned,借出的
undermine,破坏
frontal,额叶
victories,胜利
empathy,共情
achilles,阿喀琉斯
overload,超载
topanga,托潘加
piercing,冲孔
cliché,陈词滥调
stamped,盖章
potent,有力的
bristol,布里斯托尔
snob,势利小人
hypothetical,假想
detection,检测
unharmed,未受伤害
subjected,受到
boils,疖子
crocodiles,鳄鱼
coupons,优惠券
culinary,烹饪
mahjong,麻将
rené,雷内
fleur,芙蓉
niko,尼科
lira,里拉
nonstop,马不停蹄
giddy,头晕
teachings,教义
seong,盛
clinging,执着
n.,名词
silenced,沉默的
ramen,拉面
goodman,古德曼
disposition,性格
enforce,执行
gunner,炮手
ragnar,拉格纳
ploy,策略
suburban,郊区的
sleepover,过夜
slutty,放荡的
imply,意味着
cheerleaders,啦啦队
conception,概念
werewolves,狼人
catalog,目录
paranormal,超自然现象
shun,顺
aaaah,啊啊啊
biker,骑自行车的人
jellyfish,海蜇
municipal,市级
ruckus,喧闹
adviser,顾问
alerted,警报
commune,公社
granite,花岗岩
fr,FR
formalities,手续
proximity,邻近性
unavailable,不可用
fargo,法戈
defenseless,毫无防备的
innovation,创新
paradox,悖论
koreans,韩国人
valleys,山谷
walden,瓦尔登湖
trooper,士兵
infrastructure,基础设施
barrow,手推车
interns,实习生
taro,芋头
bertha,伯莎
proctor,监考员
hovering,盘旋
feminist,女权主义者
declan,德克兰
observations,观察
prone,易于
spins,旋转
conversion,转换
emerging,新兴的
sheffield,谢菲尔德
dustin,达斯汀
ares,阿瑞斯
crazier,更疯狂
od,OD
goldie,戈尔迪
bulbs,灯泡
blindly,盲目地
rabies,狂犬病
smurf,蓝精灵
brownie,布朗尼
formerly,以前
chastity,贞洁
desirable,理想的
barriers,障碍
hoops,篮球圈
grains,谷物
maría,玛丽亚
u.,u。
considerably,相当
anand,阿南德
baptist,浸信会
decorating,装饰
proposals,提案
lahey,拉希
staging,分期
diabetic,糖尿病患者
baskets,篮子
macbeth,麦克白
rehabilitation,康复
muscular,肌肉发达的
revolting,令人反感的
glacier,冰川
expressions,表达式
hiroshima,广岛
imitation,模仿
footprint,脚印
beaumont,博蒙特
stupidest,最愚蠢的
unborn,未出生的
jacobs,雅各布斯
displayed,显示的
commanders,指挥官
confirming,确认
garment,服装
latter,后者
indonesia,印度尼西亚
enlightened,开明
plight,困境
hel,赫尔
dorian,多利安
ogre,食人魔
warnings,警告
incision,切口
inquire,查询
tampered,被篡改
prophets,先知
listener,听众
substances,物质
rapping,说唱
kisser,亲吻者
hind,后
apb,亚伯
ulysses,尤利西斯
butters,巴特斯
dci,直肠癌
tripp,特里普
dublin,都柏林
meows,喵喵叫
preference,偏爱
minding,介意
mirage,海市蜃楼
prediction,预言
dodgy,狡猾的
drenched,湿透的
backbone,骨干
sightings,目击事件
goku,悟空
bessie,贝西
virtuous,有德行的
earns,赚到
grizzly,灰熊
slob,邋遢的
floods,洪水
enquiry,询问
begs,乞求
juror,陪审员
strained,紧张
monitored,被监控
brethren,弟兄们
oblivion,遗忘
contracted,承包的
bookie,赌徒
painters,画家
amnesty,大赦
cot,婴儿床
cosmetics,化妆品
mortar,砂浆
wilfred,威尔弗雷德
friction,摩擦
drunks,醉汉
correspondent,通讯员
marlowe,马洛
outskirts,郊区
veer,转向
gaga,加加
wacky,古怪的
mann,曼
sparky,闪闪发光的
adieu,再见
informing,告知
swung,摇摆
trina,天合光能
hamburgers,汉堡包
interruption,中断
mediocre,平庸
fulfil,实现
schedules,时间表
sinks,水槽
pathologist,病理学家
disposed,处置
knit,针织
excluded,排除
marcie,玛西
scraps,碎片
hey.,嘿。
sob,哭泣
unhealthy,不良
borgia,博吉亚
prestigious,享有盛誉的
rotate,旋转
tracey,特蕾西
concubine,妾
sanjay,桑杰
ridden,骑乘
ballot,选票
fischer,菲舍尔
complexion,肤色
bugle,号角
humanitarian,人道主义的
gurney,轮床
whit,惠特
hoot,叱
sumo,相扑
holocaust,大屠杀
